year,host,team_code,team_name,team_rating,team_legends,squad_section,shirt_number,player_name,position,rating,legend,source_url
1950,Brazil,chi,Chile,75,3,Defence,,Arturo Farías,Centre-back,74,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Defence,,Miguel Flores,Centre-back,73,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Defence,,Manuel Álvarez,Centre-back,74,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Defence,,Fernando Roldán,Left-back,73,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Fernando Campos,Defensive midfielder,75,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Francisco Urroz,Defensive midfielder,73,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Miguel Busquets,Right midfielder,77,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Carlos Rojas,Right midfielder,73,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Hernán Carvallo,Midfielder,74,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Midfield,,Osvaldo Sáez,Attacking midfielder,73,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Carlos Ibáñez,Right winger,74,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Andrés Prieto,Right winger,72,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Atilio Cremaschi,Centre-forward,80,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Raimundo Infante,Centre-forward,75,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Manuel Muñoz,Centre-forward,77,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Fernando Riera,Centre-forward,79,true,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,George Robledo,Centre-forward,84,true,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Guillermo Díaz,Left winger,71,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,chi,Chile,75,3,Attack,,Luis Mayanés,Left winger,74,false,https://7a0.com.br/en/copas/1950/chi
1950,Brazil,eng,England,81,4,Goalkeepers,,Bert Williams,Goalkeeper,83,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Goalkeepers,,Ted Ditchburn,Goalkeeper,78,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,Alf Ramsey,Right-back,82,true,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,Laurie Scott,Right-back,77,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,Laurie Hughes,Centre-back,76,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,Jim Taylor,Centre-back,75,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,John Aston,Left-back,78,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Defence,,Bill Eckersley,Left-back,74,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Henry Cockburn,Defensive midfielder,79,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Jimmy Dickinson,Defensive midfielder,80,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Bill Nicholson,Defensive midfielder,76,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Willie Watson,Defensive midfielder,76,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Billy Wright,Defensive midfielder,88,true,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Eddie Baily,Midfielder,76,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Midfield,,Wilf Mannion,Midfielder,85,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Tom Finney,Right winger,92,true,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Stanley Matthews,Right winger,94,true,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Roy Bentley,Centre-forward,80,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Jackie Milburn,Centre-forward,84,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Stan Mortensen,Centre-forward,85,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,eng,England,81,4,Attack,,Jimmy Mullen,Left winger,78,false,https://7a0.com.br/en/copas/1950/eng
1950,Brazil,ita,Italy,78,3,Goalkeepers,,Emilio Caprile,Goalkeeper,72,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Goalkeepers,,Giuseppe Casari,Goalkeeper,74,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Goalkeepers,,Giuseppe Moro,Goalkeeper,78,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Goalkeepers,,Lucidio Sentimenti IV,Goalkeeper,79,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Defence,,Attilio Giovannini,Right-back,76,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Defence,,Ivano Blason,Centre-back,77,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Defence,,Carlo Parola,Centre-back,86,true,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Defence,,Osvaldo Fattori,Left-back,74,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Defence,,Zeffiro Furiassi,Left-back,73,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Augusto Magli,Defensive midfielder,75,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Leandro Remondini,Defensive midfielder,73,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Omero Tognon,Defensive midfielder,74,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Carlo Annovazzi,Right midfielder,80,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Aldo Campatelli,Right midfielder,77,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Giacomo Mari,Right midfielder,76,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Midfield,,Egisto Pandolfini,Midfielder,80,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Gino Cappello,Right winger,80,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Ermes Muccinelli,Right winger,76,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Amedeo Amadei,Centre-forward,84,true,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Giampiero Boniperti,Centre-forward,85,true,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Benito Lorenzi,Centre-forward,81,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,ita,Italy,78,3,Attack,,Riccardo Carapellese,Left winger,82,false,https://7a0.com.br/en/copas/1950/ita
1950,Brazil,mex,Mexico,75,2,Goalkeepers,,Antonio Carbajal,Goalkeeper,82,true,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Goalkeepers,,Raúl Córdoba,Goalkeeper,77,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,Gregorio Gómez,Right-back,75,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,Manuel Gutiérrez,Centre-back,76,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,Alfonso Montemayor,Centre-back,75,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,José Antonio Roca,Centre-back,74,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,Felipe Zetter,Centre-back,78,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Defence,,Rodrigo Ruiz,Left-back,73,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Héctor Ortiz,Defensive midfielder,74,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Francisco Hernández,Right midfielder,72,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Samuel Cuburu,Midfielder,72,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Antonio Flores,Midfielder,76,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Carlos Guevara,Midfielder,73,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Mario Pérez,Midfielder,71,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Midfield,,Mario Ochoa,Midfielder,75,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,José Naranjo,Right winger,76,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,Leonardo Navarro,Right winger,72,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,José Luis Borbolla,Centre-forward,73,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,Horacio Casarín,Centre-forward,82,true,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,José Velázquez,Centre-forward,75,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,Max Prieto,Left winger,71,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,mex,Mexico,75,2,Attack,,Carlos Septién,Left winger,74,false,https://7a0.com.br/en/copas/1950/mex
1950,Brazil,par,Paraguay,74,0,Goalkeepers,,Pablo Centurión,Goalkeeper,75,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Goalkeepers,,Marcelino Vargas,Goalkeeper,72,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Defence,,A. González,Centre-back,73,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Defence,,Antonio Cabrera,Centre-back,76,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Defence,,Casiano Céspedes,Centre-back,74,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Defence,,Manuel Gavilán,Centre-back,76,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Defence,,Elioro Paredes,Left-back,72,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Midfield,,Melanio Báez,Defensive midfielder,74,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Midfield,,Castor Cantero,Right midfielder,78,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Midfield,,Victoriano Leguizamón,Right midfielder,76,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Midfield,,Armando González,Midfielder,72,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Midfield,,César López Fretes,Attacking midfielder,78,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Lorenzo Calonga,Right winger,72,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Enrique Avalos,Right winger,73,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Atilio López,Centre-forward,80,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Ángel Berni,Centre-forward,70,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Juan Cañete,Centre-forward,75,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Darío Jara Saguier,Centre-forward,73,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Francisco Sosa,Centre-forward,74,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Leongino Unzaim,Centre-forward,71,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Marcial Avalos,Left winger,73,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,par,Paraguay,74,0,Attack,,Hilarión Osorio,Left winger,70,false,https://7a0.com.br/en/copas/1950/par
1950,Brazil,esp,Spain,79,5,Goalkeepers,,Juan Acuña,Goalkeeper,75,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Goalkeepers,,Ignacio Eizaguirre,Goalkeeper,82,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Goalkeepers,,Antoni Ramallets,Goalkeeper,84,true,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Defence,,Francisco Antúnez,Right-back,78,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Defence,,Gabriel Alonso,Centre-back,78,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Defence,,José Parra,Centre-back,74,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Defence,,Rafael Lesmes,Left-back,74,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Vicente Asensi,Defensive midfielder,77,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Josep Gonzalvo,Defensive midfielder,78,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Marià Gonzalvo,Defensive midfielder,82,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Nando,Defensive midfielder,76,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Antonio Puchades,Defensive midfielder,85,true,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Luis Molowny,Midfielder,79,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,José Luis Panizo,Midfielder,81,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Midfield,,Alfonso Silva,Midfielder,78,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,Estanislau Basora,Right winger,84,true,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,José Juncosa,Right winger,76,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,César,Centre-forward,83,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,Rosendo Hernández,Centre-forward,73,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,Silvestre Igoa,Centre-forward,78,false,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,Telmo Zarra,Centre-forward,88,true,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,esp,Spain,79,5,Attack,,Agustín Gaínza,Left winger,84,true,https://7a0.com.br/en/copas/1950/esp
1950,Brazil,swe,Sweden,77,4,Goalkeepers,,K. Svensson,Goalkeeper,82,true,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Goalkeepers,,Torsten Lindberg,Goalkeeper,75,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Goalkeepers,,Tore Svensson,Goalkeeper,70,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Defence,,Gunnar Johansson,Centre-back,72,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Defence,,Arne Månsson,Centre-back,73,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Defence,,Lennart Samuelsson,Centre-back,73,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Defence,,Erik Nilsson,Left-back,83,true,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Midfield,,Ingvar Gärd,Defensive midfielder,73,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Midfield,,Knut Nordahl,Defensive midfielder,84,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Midfield,,Olle Åhlund,Defensive midfielder,80,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Midfield,,Sune Andersson,Right midfielder,84,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Egon Jönsson,Right winger,76,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Stellan Nilsson,Right winger,79,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Börje Tapper,Right winger,74,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Hasse Jeppson,Centre-forward,85,true,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Kurt Svensson,Centre-forward,70,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Bror Mellberg,Centre-forward,72,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Karl-Erik Palmér,Centre-forward,84,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Ingvar Rydell,Centre-forward,74,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Lennart Skoglund,Left winger,84,true,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,swe,Sweden,77,4,Attack,,Stig Sundqvist,Left winger,77,false,https://7a0.com.br/en/copas/1950/swe
1950,Brazil,sui,Switzerland,75,1,Goalkeepers,,Eugen Corrodi,Goalkeeper,73,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Goalkeepers,,Adolphe Hug,Goalkeeper,70,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Goalkeepers,,Georges Stuber,Goalkeeper,75,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,Rudolf Gyger,Right-back,77,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,Roger Bocquet,Centre-back,79,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,André Neury,Centre-back,75,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,Kurt Rey,Centre-back,70,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,Willy Kernen,Left-back,73,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Defence,,Willi Steffen,Left-back,80,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Midfield,,Oliver Eggimann,Defensive midfielder,78,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Midfield,,Robert Hasler,Midfielder,71,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Midfield,,Roger Quinche,Midfielder,74,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Midfield,,Alfred Bickel,Attacking midfielder,84,true,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Charles Antenen,Right winger,81,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Walter Beerli,Right winger,70,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,René Bader,Centre-forward,76,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Gerhard Lusenti,Centre-forward,73,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Walter Schneiter,Centre-forward,72,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Hans Siegenthaler,Centre-forward,70,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Jean Tamini,Centre-forward,78,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Jacques Fatton,Left winger,83,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,sui,Switzerland,75,1,Attack,,Hans-Peter Friedländer,Left winger,75,false,https://7a0.com.br/en/copas/1950/sui
1950,Brazil,usa,United States,74,3,Goalkeepers,,Frank Borghi,Goalkeeper,79,true,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Goalkeepers,,Gino Gardassanich,Goalkeeper,70,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Defence,,Harry Keough,Right-back,77,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Defence,,Robert Annis,Centre-back,70,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Defence,,Joe Maca,Left-back,75,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,Walter Bahr,Defensive midfielder,80,true,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,Charlie Colombo,Defensive midfielder,76,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,Geoff Coombes,Defensive midfielder,70,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,Ed McIlvenny,Defensive midfielder,75,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,John Souza,Midfielder,77,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Midfield,,Benny McLaughlin,Attacking midfielder,71,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Attack,,Frank Wallace,Right winger,72,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Attack,,Robert Craddock,Centre-forward,70,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Attack,,Nicholas DiOrio,Centre-forward,70,false,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Attack,,Joe Gaetjens,Centre-forward,78,true,https://7a0.com.br/en/copas/1950/usa
1950,Brazil,usa,United States,74,3,Attack,,Gino Pariani,Centre-forward,73,false,https://7a0.com.br/en/copas/1950/usa
